Title,Link,Source,Time,Summary,Company,Page,CrawlTime,TimeRange
三全食品2日下午组织电话交流会，回应疫情影响：考虑到今年春节前置等因素，公司节前就库存及销售提前进行了安排，较历史同期增加了库存准备，目前市场需求较同期上升，公司及渠道库存可满足近期及元宵节市场需求。...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-02-01~2020-02-29&search4=&search5=&page=1,iWenCai,Unknown time,三全食品2日下午组织电话交流会，回应疫情影响：考虑到今年春节前置等因素，公司节前就库存及销售提前进行了安排，较历史同期增加了库存准备，目前市场需求较同期上升，公司及渠道库存可满足近期及元宵节市场需求。同时，公司正积极组织物流运力，并按各地政府要求恢复生产确保后期市场供应。对公司业绩影响，从需求端呈现,三全食品,1,2025-12-13 18:18:38,2020-02-01 to 2020-02-29
三全食品 公告编号：2020-006 三全食品股份有限公司关于...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,证券代码：002216 证券简称：三全食品 公告编号：2020-006 三全食品股份有限公司关于...,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
"三全食品股份有限公司（以下简称“三全食品”、“公司”）于2020年1月至3月共收到政府补助12,696,290.90元。具体情况如下： 三全食品全资子公司天津全津食品有限公司（以下简称“天津全津”）、...",https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,"本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。 一、获取补助的基本情况 三全食品股份有限公司（以下简称“三全食品”、“公司”）于2020年1月至3月共收到政府补助12,696,290.90元。具体情况如下： 三全食品全资子公司天津全津食品有限公司（以下",三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品：已出资3亿元购买银行理财产品,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,快讯|三全食品：已出资3亿元购买银行理财产品,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品：已出资3亿元购买银行理财产品 来源：财经网 财经网产经讯 3月26日下午，三全食品发布关于使用自有资金进行投资理财的进展公告。宣布公司已于今年3月24日，与中国银行股份有限公司郑州文化支行签...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,财经网,Unknown time,"原标题：快讯|三全食品：已出资3亿元购买银行理财产品 来源：财经网 财经网产经讯 3月26日下午，三全食品发布关于使用自有资金进行投资理财的进展公告。宣布公司已于今年3月24日，与中国银行股份有限公司郑州文化支行签订了《中国银行挂钩型结构性存款认购委托书》，使用人民币20,000万元自有资金购买了上",三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品股份有限公司新增对外投资 来源：经济观察网 启信宝数据显示，3月23日，三全食品股份有限公司新增对外投资，新增对外投资公司为郑州全盈食品有限公司，认缴出资额为1000万元，为三全食品全资控股....,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,经济观察网,Unknown time,原标题：三全食品股份有限公司新增对外投资 来源：经济观察网 启信宝数据显示，3月23日，三全食品股份有限公司新增对外投资，新增对外投资公司为郑州全盈食品有限公司，认缴出资额为1000万元，为三全食品全资控股...,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品：今年前三月收到政府补助1269.6万元,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,三全食品：今年前三月收到政府补助1269.6万元,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
"三全食品发布关于获得政府补助的公告。称于2020年1月至3月共收到政府补助12,696,290.90元。同时，本次收到的政府补助，预计增加上市公司利润总额12,696,290.90元。 其中，三全食品...",https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,"财经网产经讯3月24日下午，三全食品发布关于获得政府补助的公告。称于2020年1月至3月共收到政府补助12,696,290.90元。同时，本次收到的政府补助，预计增加上市公司利润总额12,696,290.90元。 其中，三全食品全资子公司天津全津食品有限公司、三全食品控股子公司郑州全新食品有限公司、",三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品大股东及其一致行动人拟减持不超2.8%股份,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,三全食品大股东及其一致行动人拟减持不超2.8%股份,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品约8427.86万股股份，占公司总股本的比例为10.54%;李冬雨直接持有公司股份约139.85万股，占公司总股本的比例为0.17%。陈泽民的股份来源为三全食品首次公开发行股票前持有的股份、上...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,对于拟减持的原因，陈泽民及其一致行动人李冬雨称，由于资金需求。截至目前，陈泽民直接持有三全食品约8427.86万股股份，占公司总股本的比例为10.54%;李冬雨直接持有公司股份约139.85万股，占公司总股本的比例为0.17%。陈泽民的股份来源为三全食品首次公开发行股票前持有的股份、上市后资本公积金,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品等,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,山西证券：生活必需消费品的需求继续增长 建议关注三全食品等,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品等 来源：证券时报网 山西证券指出，短期看，新肺炎疫情抑制春节消费需求，食品饮料子行业影响程度不同。主要在于：礼品消费、聚饮消费受影响较大。因此，高端、次高端白酒、高端乳制品、餐饮渠道占比较大...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,证券时报网,Unknown time,原标题：山西证券：生活必需消费品的需求继续增长 建议关注三全食品等 来源：证券时报网 山西证券指出，短期看，新肺炎疫情抑制春节消费需求，食品饮料子行业影响程度不同。主要在于：礼品消费、聚饮消费受影响较大。因此，高端、次高端白酒、高端乳制品、餐饮渠道占比较大调味品、B端速冻食品受到较大的影响，而C端速,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品股份有限公司关于大股东及其一致行动人减持股份的预披露公告,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,三全食品股份有限公司关于大股东及其一致行动人减持股份的预披露公告,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品股份有限公司关于大股东及其一致行动人减持股份的预披露公告 本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。 特别提示： 三全食品股份有限公司（以下...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,原标题：三全食品股份有限公司关于大股东及其一致行动人减持股份的预披露公告 本公司及董事会全体成员保证信息披露内容的真实、准确和完整，没有虚假记载、误导性陈述或重大遗漏。 特别提示： 三全食品股份有限公司（以下简称“公司”）于近日收到公司大股东陈泽民先生及其一致行动人李冬雨女士的《减持计划告知函》。计,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品：大股东及其一致行动人计划减持2237.9万股,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,快讯| 三全食品：大股东及其一致行动人计划减持2237.9万股,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品：大股东及其一致行动人计划减持2237.9万股 来源：财经网 财经网产经讯 3月23日晚间，三全食品发布大股东及其一致行动人减持股份的预披露公告。宣布公司大股东陈泽民与其一致行动人李冬雨计划自...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,财经网,Unknown time,"原标题：快讯| 三全食品：大股东及其一致行动人计划减持2237.9万股 来源：财经网 财经网产经讯 3月23日晚间，三全食品发布大股东及其一致行动人减持股份的预披露公告。宣布公司大股东陈泽民与其一致行动人李冬雨计划自本公告披露之日起十五个交易日后的六个月内减持合计不超过22,379,230 股（占公",三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品股份有限公司新增对外投资.......,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,Unknown time,三全食品股份有限公司新增对外投资.......,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品。 3月4日，三全食品盘中最高价20.24元，创近一年新高。而在2月3日，疫情后的第一个交易日，A股早间开盘，两市超3000只个股跌停。上证综指回退至2019年2月15日2682.39点的水平...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-03-01~2020-03-31&search4=&search5=&page=1,iWenCai,2019年2月15日,思念食品销量涨20倍 被“吃火”的上市公司，还有三全食品。 3月4日，三全食品盘中最高价20.24元，创近一年新高。而在2月3日，疫情后的第一个交易日，A股早间开盘，两市超3000只个股跌停。上证综指回退至2019年2月15日2682.39点的水平，抹平了A股近一年的涨幅。但在当日10点左右，三全食,三全食品,1,2025-12-13 18:18:47,2020-03-01 to 2020-03-31
三全食品一季度净利润增长541.13%,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,转让子公司股权 三全食品一季度净利润增长541.13%,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品一季度净利润增长541.13% 来源：北京商报 北京商报讯（记者 李振兴）4月28日，三全食品股份有限公司（以下简称“三全食品”）发布公告称，2020年一季度营业收入 22.17亿元，同比增长...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,北京商报,Unknown time,原标题：转让子公司股权 三全食品一季度净利润增长541.13% 来源：北京商报 北京商报讯（记者 李振兴）4月28日，三全食品股份有限公司（以下简称“三全食品”）发布公告称，2020年一季度营业收入 22.17亿元，同比增长16.14%，归属于上市公司股东的净利润2.58亿元，同比增长541.13%,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品股份有限公司 一、重要提示 本年度报告摘要来自年度报告全文，为全面了解本公司的经营成果、财务状况及未来发展规划，投资者应当到证监会指定媒体仔细阅读年度报告全文。 非标准审计意见提示 □ 适用 ...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,原标题：三全食品股份有限公司 一、重要提示 本年度报告摘要来自年度报告全文，为全面了解本公司的经营成果、财务状况及未来发展规划，投资者应当到证监会指定媒体仔细阅读年度报告全文。 非标准审计意见提示 □ 适用 √ 不适用 董事会审议的报告期普通股利润分配预案或公积金转增股本预案 √ 适用 □ 不适用 ,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品2019年营收59.86亿 水饺汤圆毛利率均下降,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品2019年营收59.86亿 水饺汤圆毛利率均下降,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品2019年营收59.86亿 水饺汤圆毛利率均下降 来源：中国网财经 中国网财经4月28日讯(记者 郭帅)三全食品(SZ:002216)今日披露2019年年度报告，公司全年实现营收59.86亿元...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,中国网财经,Unknown time,原标题：三全食品2019年营收59.86亿 水饺汤圆毛利率均下降 来源：中国网财经 中国网财经4月28日讯(记者 郭帅)三全食品(SZ:002216)今日披露2019年年度报告，公司全年实现营收59.86亿元，同比增加8.06%；实现净利润2.20亿元，同比增加115.91%。 三全食品表示，报告期,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品、绝味、双汇发展布局餐饮，或将形成新格局,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,变革与自救！三全食品、绝味、双汇发展布局餐饮，或将形成新格局,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品”开始布局酒店餐饮，并建立三全餐饮事业部，主要服务星级酒店、中西快餐、西餐及饼房、中高档酒楼及宴席、团膳、其他社会餐饮。 根据三全食品公报披露，该事业部将全力开拓“酒店餐桌”市场，赶超三全食品...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,那么，作为餐饮供应链源头的食品、农产品企业，同样拥有巨大的市场机会。 早在2012年，速冻巨头“三全食品”开始布局酒店餐饮，并建立三全餐饮事业部，主要服务星级酒店、中西快餐、西餐及饼房、中高档酒楼及宴席、团膳、其他社会餐饮。 根据三全食品公报披露，该事业部将全力开拓“酒店餐桌”市场，赶超三全食品现有,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品股份有限公司关于获得政府补助的公告,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品股份有限公司关于获得政府补助的公告,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品股份有限公司关于获得政府补助的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。 一、获取补助的基本情况 三全食品股份有限公司（以下简称“三全...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,"原标题：三全食品股份有限公司关于获得政府补助的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。 一、获取补助的基本情况 三全食品股份有限公司（以下简称“三全食品”、“公司”）于近期共收到政府补助11,716,321.15元。具体情况如下： 三全食品",三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品利润率突翻倍引监管 股价飙升大股东精准高位减持套现4亿,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品利润率突翻倍引监管 股价飙升大股东精准高位减持套现4亿,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品公告 三全食品以速冻食品、方便快餐食品、罐头食品、糕点、其他食品的生产与销售为主，拥有“三全”和“龙凤”两大知名品牌，且在国内知名度较大，但是却“人红是非多”。 三全食品于4月8日发布的202...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,三全食品公告,Unknown time,资料来源：三全食品公告 三全食品以速冻食品、方便快餐食品、罐头食品、糕点、其他食品的生产与销售为主，拥有“三全”和“龙凤”两大知名品牌，且在国内知名度较大，但是却“人红是非多”。 三全食品于4月8日发布的2020年一季度业绩预告显示，预计实现归属于上市公司股东的净利润为20909.18万元至2611,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品披露大股东巨量减持计划后精准发布5倍预增利好 深交所急发关注函要求说明,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品披露大股东巨量减持计划后精准发布5倍预增利好 深交所急发关注函要求说明,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品(SZ:002216)回复了深交所此前对公司一季度净利润增速过高及拟使用10亿元闲置资金进行证券投资的关注函。三全食品在回复中表示，公司利润率变化是因渠道调整和产品结构优化，利用闲置资金进行证...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,中国网财经4月13日讯(记者 郭帅)4月10日晚间，三全食品(SZ:002216)回复了深交所此前对公司一季度净利润增速过高及拟使用10亿元闲置资金进行证券投资的关注函。三全食品在回复中表示，公司利润率变化是因渠道调整和产品结构优化，利用闲置资金进行证券投资可以提高资金使用效率，增加投资收益。 一季,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品大股东减持，10亿元“炒股”,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,一季度净利润增长5倍，三全食品大股东减持，10亿元“炒股”,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品（002216.SZ）一季度净利润同比增长超5倍，对比之前公布的上年业绩快报，比2019年全年净利润还高20%左右，疫情期间，三全食品的股价也屡创新高，一季报公布前大股东陈泽民及其一致行动人披...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,一季度最重要的事件就是疫情，受疫情影响人们或主动或被动进入厨房，对于速冻食品类的需求大幅提升。 在疫情影响下，三全食品（002216.SZ）一季度净利润同比增长超5倍，对比之前公布的上年业绩快报，比2019年全年净利润还高20%左右，疫情期间，三全食品的股价也屡创新高，一季报公布前大股东陈泽民及其一,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品股份有限公司董事会 2020年4月11日 证券代码：002216 证券简称：三全食品 公告编号：2020-014 三全食品股份有限公司 关于获得政府补助的公告 本公司及董事会全体成员保证信息披...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,2020年4月11日,特此公告。 三全食品股份有限公司董事会 2020年4月11日 证券代码：002216 证券简称：三全食品 公告编号：2020-014 三全食品股份有限公司 关于获得政府补助的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。 一、获取补助的基本情况 ,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品证券投资资金来源存疑 董秘电话连续三日“无法到达”,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品证券投资资金来源存疑 董秘电话连续三日“无法到达”,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品涨停，带动食品消费股走强;但大股东螳螂捕蝉，在3月23日已公告，要减持2.8%公司股份，正等着拉升。三全食品还发公告，拟斥10亿元自有资金，进行证券投资;饺子卖这么好，为啥不扩大生产，要拿钱去...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,董秘电话连续三日无人接听 在一季度业绩预告披露后，前述投资者表示：“晚间这个业绩，大家都想着三全食品涨停，带动食品消费股走强;但大股东螳螂捕蝉，在3月23日已公告，要减持2.8%公司股份，正等着拉升。三全食品还发公告，拟斥10亿元自有资金，进行证券投资;饺子卖这么好，为啥不扩大生产，要拿钱去炒股?这,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品一季度净利预增超5倍 10亿证券投资引深交所问询,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,三全食品一季度净利预增超5倍 10亿证券投资引深交所问询,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品2019年三季报，公司货币资金期末余额为5.09亿元。 对于上述业绩的增长原因，以及闲置资金使用合理性等问题引发深交所关注。 4月9日，深交所...,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,"另外，公司非经常性损益对净利润的影响金额预计为10,200.55万元，其中主要为郑州全生农牧科技有限公司股权转让的相关收益。 同日，公司发布关于使用闲置自有资金进行证券投资的公告，根据公司的发展战略，在不影响正常经营、有效控制投资风险的前提下，公司及控股子公司拟使用不超过（含）人民币10亿元的闲置自",三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
三全食品一季度预盈2.5亿超去年全年,https://www.iwencai.com/unifiedwap/inforesult?w=%E4%B8%89%E5%85%A8%E9%A3%9F%E5%93%81&querytype=news&search1=&search2=&search3=2020-04-01~2020-04-30&search4=&search5=&page=1,iWenCai,Unknown time,“宅经济”催化速冻食品行业 三全食品一季度预盈2.5亿超去年全年,三全食品,1,2025-12-13 18:18:55,2020-04-01 to 2020-04-30
