date,股票代码,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,MA5,MA10,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower
2020-01-02,002216,117.3,115.78,117.3,114.58,76108,107547405.0,2.33,-0.96,-1.12,1.35,,,,,,0.0,0.0,0.0,,,
2020-01-03,002216,115.3,113.62,115.3,111.62,85452,118060247.0,3.18,-1.87,-2.16,1.51,,,,,,-0.17230769230769738,-0.03446153846153948,-0.1378461538461579,,,
2020-01-06,002216,112.26,114.9,117.7,111.7,113955,161327258.0,5.28,1.13,1.28,2.02,,,,,,-0.20323471400394055,-0.0682161735700197,-0.13501854043392086,,,
2020-01-07,002216,114.98,115.14,115.94,113.86,54035,75962156.0,1.81,0.21,0.24,0.96,,,,,,-0.20600392229582098,-0.09577372331517997,-0.11023019898064101,,,
2020-01-08,002216,115.3,118.18,118.82,113.46,99243,141595171.0,4.66,2.64,3.04,1.76,115.524,,,,,0.03668121562131432,-0.06928273552788111,0.10596395114919543,,,
2020-01-09,002216,117.7,119.7,120.66,116.74,71275,103679316.0,3.32,1.29,1.52,1.26,116.30800000000002,,,,,0.3476546858912002,0.014104748755935141,0.33354993713526504,,,
2020-01-10,002216,119.7,117.46,120.9,116.26,43757,62953539.0,3.88,-1.87,-2.24,0.77,117.076,,,,,0.40864353369931905,0.09301250574461194,0.3156310279547071,,,
2020-01-13,002216,116.66,120.9,121.7,116.02,69228,101055089.0,4.84,2.93,3.44,1.22,118.276,,,,,0.7261858670680965,0.21964717800930886,0.5065386890587876,,,
2020-01-14,002216,122.5,118.42,123.38,118.42,53551,78590005.0,4.1,-2.05,-2.48,0.95,118.93200000000002,,,,,0.7688622152394231,0.3294901854553317,0.4393720297840914,,,
2020-01-15,002216,118.18,119.3,120.74,115.54,50032,72403562.0,4.39,0.74,0.88,0.88,119.15599999999999,117.34,,,,0.8637355681914585,0.43633926200255707,0.4273963061889014,,,
2020-01-16,002216,119.3,125.3,126.34,117.7,81576,122873544.0,7.24,5.03,6.0,1.44,120.276,118.292,,,,1.406855880980757,0.6304425857981971,0.7764132951825599,,,
2020-01-17,002216,125.46,122.5,125.94,121.22,57416,86551810.0,3.77,-2.23,-2.8,1.02,121.28399999999999,119.17999999999999,,,,1.5929831245509263,0.822950693548743,0.7700324310021833,,,
2020-01-20,002216,120.66,120.58,122.1,117.78,56106,82323432.0,3.53,-1.57,-1.92,0.99,121.22,119.748,,,,1.5674932655298335,0.9718592079449611,0.5956340575848724,,,
2020-01-21,002216,120.58,115.22,120.58,114.58,63490,90615925.0,4.98,-4.45,-5.36,1.12,120.58,119.756,,,49.16067146282973,1.102081059567098,0.9979035782693886,0.10417748129770943,,,
2020-01-22,002216,113.7,113.3,114.26,110.02,55341,76031889.0,3.68,-1.67,-1.92,0.98,119.38,119.26799999999999,,,46.48526077097506,0.5717201453846883,0.9126668916924485,-0.34094674630776023,,,
2020-01-23,002216,112.1,110.82,115.46,108.1,74196,101601349.0,6.5,-2.19,-2.48,1.31,116.48400000000001,118.38000000000002,,,46.06741573033707,-0.04815487450620992,0.7205025384527168,-0.7686574129589268,,,
2020-02-03,002216,100.18,114.98,119.94,100.18,180119,250189912.0,17.83,3.75,4.16,3.18,114.97999999999999,118.13199999999999,,,50.1039501039501,-0.2014113160217903,0.5361197675578154,-0.7375310835796057,,,
2020-02-04,002216,115.46,122.34,123.14,112.42,156171,226685116.0,9.32,6.4,7.36,2.76,115.332,118.276,,,57.89473684210526,0.267933766164262,0.48248256727910477,-0.21454880111484276,,,
2020-02-05,002216,122.34,124.82,124.9,119.3,153671,228861715.0,4.58,2.03,2.48,2.72,117.252,118.91600000000001,,,57.37122557726464,0.8304356537326498,0.5520731845698138,0.278362469162836,,,
2020-02-06,002216,122.9,132.1,132.66,120.98,170905,268264685.0,9.36,5.83,7.28,3.02,121.01199999999999,120.196,118.768,,62.2047244094488,1.8424193473690593,0.810142417129663,1.0322769302393964,118.768,128.80416534025034,108.73183465974967
2020-02-07,002216,128.26,129.46,134.98,128.1,124662,199997748.0,5.21,-2.0,-2.64,2.2,124.74000000000001,120.612,119.452,,61.71875000000001,2.4036895421284186,1.1288518421294143,1.2748376999990043,119.452,130.44937308346144,108.45462691653856
2020-02-10,002216,130.5,126.5,134.34,124.9,133503,209986026.0,7.29,-2.29,-2.96,2.36,127.04400000000001,121.01199999999999,120.096,,55.52050473186119,2.579913318169204,1.4190641373373722,1.160849180831832,120.096,131.16366632559624,109.02833367440377
2020-02-11,002216,128.02,125.7,128.02,123.38,89102,136679605.0,3.67,-0.63,-0.8,1.58,127.71599999999998,121.524,120.636,,57.42251223491027,2.624761993777568,1.6602037086254113,0.9645582851521568,120.636,131.6900993110677,109.5819006889323
2020-02-12,002216,126.02,126.58,127.46,124.02,73279,113006392.0,2.74,0.7,0.88,1.3,128.068,122.66,121.208,,57.42251223491027,2.700187457644205,1.86820045842917,0.8319869992150348,121.208,132.24858274587086,110.16741725412915
2020-02-13,002216,126.66,123.46,127.14,122.5,65748,100019111.0,3.67,-2.46,-3.12,1.16,126.34,123.676,121.47200000000001,,48.00693240901213,2.4796212261135793,1.990484611966052,0.4891366141475273,121.47200000000001,132.4601038065336,110.48389619346642
2020-02-14,002216,122.5,122.1,124.02,120.1,83155,124117312.0,3.18,-1.1,-1.36,1.47,124.86799999999998,124.80400000000002,121.59199999999998,,49.55277280858676,2.170065104816217,2.0264007105360853,0.1436643942801319,121.59199999999998,132.5510041806534,110.63299581934656
2020-02-17,002216,122.1,126.42,127.7,122.02,99396,153140700.0,4.65,3.54,4.32,1.76,124.852,125.94800000000001,122.03999999999999,,56.196943972835314,2.247420678103836,2.070604704049636,0.17681597405420035,122.03999999999999,133.02032690530515,111.05967309469483
2020-02-18,002216,126.34,127.3,128.66,124.1,76811,119088544.0,3.61,0.7,0.88,1.36,125.172,126.444,122.36000000000001,,64.16510318949344,2.352614695031704,2.1270067022460495,0.2256079927856547,122.36000000000001,133.57104718335307,111.14895281664695
2020-02-19,002216,126.42,125.7,128.02,124.98,52389,80933286.0,2.39,-1.26,-1.6,0.93,124.99600000000001,126.532,122.724,,64.65028355387525,2.280585908350915,2.1577225434670226,0.12286336488389216,122.724,133.86895949320873,111.57904050679129
2020-02-20,002216,125.78,132.9,134.1,125.78,127732,205687214.0,6.62,5.73,7.2,2.26,126.88400000000001,126.612,123.404,,73.46938775510206,2.7725224896311857,2.2806825326998554,0.4918399569313303,123.404,135.30337884270037,111.50462115729962
2020-02-21,002216,132.5,131.38,132.9,128.9,91348,146564610.0,3.01,-1.14,-1.52,1.62,128.74,126.804,123.70800000000001,,68.46846846846846,3.005093628929046,2.4255647519456938,0.5795288769833524,123.70800000000001,136.11131636467059,111.30468363532943
2020-02-24,002216,133.38,144.1,144.26,132.1,187649,322315392.0,9.26,9.68,12.72,3.32,132.276,128.56400000000002,124.78800000000001,,71.86495176848874,4.167762257963801,2.7740042531493154,1.3937580048144858,124.78800000000001,140.15575242957934,109.42024757042067
2020-02-25,002216,139.86,142.26,148.18,134.58,142554,247371190.0,9.44,-1.28,-1.84,2.52,135.26799999999997,130.22,125.87199999999999,,67.75244299674267,4.8844084800512775,3.196085098529708,1.6883233815215695,125.87199999999999,142.9529806201918,108.79101937980819
2020-02-26,002216,139.78,138.34,141.94,137.54,88079,150416175.0,3.09,-2.76,-3.92,1.56,137.796,131.396,127.02799999999999,,56.81818181818183,5.077514112968203,3.5723709014174077,1.505143211550795,127.02799999999999,144.20275944825028,109.8532405517497
2020-02-27,002216,138.58,149.94,151.94,138.58,194223,352146880.0,9.66,8.39,11.6,3.43,141.204,134.044,128.85999999999999,,68.71345029239765,6.096300416672733,4.077156804468473,2.0191436122042603,128.85999999999999,147.61322288090906,110.1067771190909
2020-02-28,002216,147.94,152.5,160.82,145.7,257285,489751776.0,10.08,1.71,2.56,4.55,145.42800000000003,137.084,130.94400000000002,,73.93225331369662,7.029237829356617,4.667573009446102,2.3616648199105157,130.94400000000002,150.50251076022647,111.38548923977358
2020-03-02,002216,149.46,158.5,160.18,148.1,185432,353761776.0,7.92,3.93,6.0,3.28,148.308,140.292,133.12,,77.55376344086021,8.158698903916871,5.365798188340256,2.7929007155766152,133.12,154.7719220005012,111.4680779994988
2020-03-03,002216,156.42,158.34,159.86,152.98,151278,291118784.0,4.34,-0.1,-0.16,2.67,151.524,143.396,134.92000000000002,,77.00680272108843,8.937864145764195,6.080211379825044,2.857652765939151,134.92000000000002,158.68138929129842,111.15861070870162
2020-03-04,002216,162.1,159.3,164.42,157.3,135763,267774552.0,4.5,0.61,0.96,2.4,155.716,146.75600000000003,136.64399999999998,,81.63841807909606,9.523046438997653,6.768778391659566,2.754268047338087,136.64399999999998,162.25155677940643,111.03644322059354
2020-03-05,002216,159.22,156.1,163.3,153.78,147631,287302256.0,5.98,-2.01,-3.2,2.61,156.948,149.076,137.844,,79.06976744186045,9.617727193650694,7.338568152057793,2.2791590415929015,137.844,164.77035601824076,110.91764398175923
2020-03-06,002216,153.3,153.86,157.38,152.1,83523,158677184.0,3.38,-1.43,-2.24,1.48,157.22000000000003,151.324,139.064,,74.32624113475178,9.403614084690531,7.75157733858434,1.652036746106191,139.064,166.59518377404063,111.53281622595937
2020-03-09,002216,150.5,143.22,153.7,142.5,153898,276227072.0,7.28,-6.92,-10.64,2.72,154.16400000000002,151.236,139.9,,62.03143893591294,8.279923026847797,7.857246476237032,0.42267655061076503,139.9,166.83375577226462,112.96624422773539
2020-03-10,002216,142.5,147.14,148.5,139.78,110811,196713623.0,6.09,2.74,3.92,1.96,151.924,151.724,140.972,,65.65420560747663,7.617886750454204,7.809374531080467,-0.1914877806262627,140.972,167.22411017082342,114.7198898291766
2020-03-11,002216,148.02,152.1,153.7,147.14,103499,192073647.0,4.46,3.37,4.96,1.83,150.48399999999998,153.1,142.248,,64.49275362318839,7.408053351565144,7.729110295177403,-0.321056943612259,142.248,168.03135783121795,116.46464216878202
2020-03-12,002216,149.06,148.5,151.46,144.5,53221,96629565.0,4.58,-2.37,-3.6,0.94,148.964,152.956,143.5,,62.52927400468384,6.872052217375,7.557698679616923,-0.6856464622419232,143.5,167.83304359356453,119.16695640643546
2020-03-13,002216,142.5,151.38,152.5,140.42,80140,145704429.0,8.13,1.94,2.88,1.42,148.46800000000002,152.844,144.964,,56.22435020519836,6.603537913181839,7.366866526329907,-0.7633286131480679,144.964,167.31869704558744,122.60930295441256
2020-03-16,002216,152.66,145.38,152.66,142.98,63515,115791713.0,6.39,-3.96,-6.0,1.12,148.9,151.53199999999998,145.912,,52.49042145593871,5.83927698638459,7.061348618340844,-1.2220716319562541,145.912,166.49328081534276,125.33071918465726
2020-03-17,002216,144.9,147.94,148.5,134.5,75486,132179886.0,9.63,1.76,2.56,1.33,149.06,150.49200000000002,146.94400000000002,,57.83289817232376,5.378169115117373,6.724712717696151,-1.3465436025787776,146.94400000000002,165.57308919433586,128.31491080566417
2020-03-18,002216,148.42,149.22,157.14,145.78,83613,155844778.0,7.68,0.87,1.28,1.48,148.48399999999998,149.48399999999998,148.12,,49.293563579277865,5.057720849992165,6.3913143441553535,-1.3335934941631882,148.12,163.84572280992933,132.39427719007068
2020-03-19,002216,148.5,146.02,154.42,144.18,70360,128676371.0,6.86,-2.14,-3.2,1.24,147.988,148.476,148.776,,43.720930232558146,4.493748894694733,6.01180125426323,-1.5180523595684976,148.776,162.83468961476157,134.71731038523845
2020-03-20,002216,147.86,148.66,150.66,143.3,59378,107340101.0,5.04,1.81,2.64,1.05,147.44400000000002,147.95600000000002,149.64,,39.800995024875604,4.211278002143246,5.651696603839234,-1.4404186016959883,149.64,161.0766428640573,138.20335713594267
2020-03-23,002216,144.02,143.94,147.86,143.06,43773,78057675.0,3.23,-3.18,-4.72,0.77,147.156,148.028,149.632,,36.36363636363635,3.565452909663918,5.234447865004172,-1.6689949553402537,149.632,161.08517165909186,138.17882834090815
2020-03-24,002216,141.62,147.94,149.3,132.98,166598,286677488.0,11.34,2.78,4.0,2.95,147.156,148.108,149.916,,39.82808022922634,3.337920966443221,4.855142485291982,-1.5172215188487606,149.916,160.8703097022416,138.9616902977584
2020-03-25,002216,148.34,154.42,156.9,146.42,105011,196474602.0,7.08,4.38,6.48,1.86,148.196,148.34,150.72,,48.57916102841677,3.6385392905131084,4.611821846336207,-0.9732825558230989,150.72,160.38098175244343,141.05901824755657
2020-03-26,002216,153.54,157.3,159.22,151.38,75912,145787291.0,5.08,1.87,2.88,1.34,150.452,149.22,151.08800000000002,,52.87817938420348,4.062345222015011,4.501926521471969,-0.43958129945695745,151.08800000000002,161.17518540890754,141.0008145910925
2020-03-27,002216,157.22,155.38,161.46,155.14,52183,101180239.0,4.02,-1.22,-1.92,0.92,151.796,149.61999999999998,151.232,,61.91222570532915,4.194929980633162,4.4405272133042075,-0.24559723267104516,151.232,161.48492276685775,140.97907723314225
2020-03-30,002216,152.98,155.46,157.86,152.34,60247,115213134.0,3.55,0.05,0.08,1.07,154.1,150.628,151.07999999999998,,58.81355932203392,4.257383224785457,4.403898415600458,-0.14651519081500108,151.07999999999998,160.96269726659426,141.1973027334057
2020-03-31,002216,155.46,164.02,164.26,153.14,100733,198873977.0,7.15,5.51,8.56,1.78,157.31599999999997,152.23600000000002,151.36399999999998,,61.73228346456695,4.9406456442804085,4.511247861336448,0.42939778294396014,151.36399999999998,162.3859348764654,140.34206512353455
2020-04-01,002216,162.42,161.7,165.7,158.5,88157,175595419.0,4.39,-1.41,-2.32,1.56,158.772,153.48399999999998,151.484,,63.32794830371565,5.234590324576715,4.655916353984502,0.578673970592213,151.484,162.9144236694512,140.05357633054882
2020-04-02,002216,160.1,159.06,162.42,155.94,59827,117124244.0,4.01,-1.63,-2.64,1.06,159.12399999999997,154.788,151.632,136.08133333333333,57.7922077922078,5.1946371216797615,4.763660507523554,0.4309766141562079,151.632,163.38614390533655,139.87785609466346
2020-04-03,002216,158.34,156.26,163.22,155.7,49724,96901204.0,4.73,-1.76,-2.8,0.88,159.3,155.548,151.752,136.756,61.80555555555554,4.880774787539082,4.787083363526659,0.09369142401242225,151.752,163.6500398208671,139.8539601791329
2020-04-07,002216,157.38,164.98,166.82,157.3,111421,223973434.0,6.09,5.58,8.72,1.97,161.204,157.652,152.83999999999997,137.61200000000002,66.30934150076568,5.274862419907066,4.884639174802741,0.39022324510432504,152.83999999999997,165.41345574906413,140.26654425093582
2020-04-08,002216,180.9,181.22,181.22,174.9,141550,314280576.0,3.83,9.84,16.24,2.5,164.644,160.98,154.544,138.71733333333333,73.8095238095238,6.819006719683614,5.271512683778916,1.5474940359046983,154.544,172.11070343216602,136.977296567834
2020-04-09,002216,184.42,188.1,192.02,178.02,214940,490550416.0,7.73,3.8,6.88,3.8,169.924,164.348,156.344,139.93333333333334,79.68397291196385,8.499928815295618,5.917195910082256,2.582732905213362,156.344,179.381863936069,133.30613606393098
2020-04-10,002216,186.5,176.1,186.5,175.14,134454,299123664.0,6.04,-6.38,-12.0,2.38,173.33199999999997,166.228,157.724,140.89866666666666,67.09870388833497,8.762760328207605,6.486308793707327,2.2764515345002785,157.724,182.05380965594927,133.3941903440507
2020-04-13,002216,174.58,175.3,181.14,170.74,88618,192704429.0,5.91,-0.45,-0.8,1.57,177.14,168.22,158.92000000000002,141.8253333333333,70.54507337526205,8.805004273330042,6.95004788963187,1.8549563836981715,158.92000000000002,184.26716593729202,133.572834062708
2020-04-14,002216,176.18,177.46,177.54,172.9,90926,197116254.0,2.65,1.23,2.16,1.61,179.63600000000002,170.42000000000002,160.524,142.82533333333333,69.81740064446831,8.910067144598798,7.342051740625257,1.5680154039735417,160.524,186.31962623065317,134.72837376934683
2020-04-15,002216,177.06,178.34,180.1,172.5,91865,199821398.0,4.28,0.5,0.88,1.62,179.06,171.852,162.04399999999998,143.78266666666667,67.36353077816491,8.961041563460725,7.66584970519235,1.2951918582683746,162.04399999999998,188.296069111435,135.79193088856496
2020-04-16,002216,176.82,176.02,179.7,173.14,75281,163591767.0,3.68,-1.3,-2.32,1.33,176.644,173.28400000000002,163.384,144.74266666666668,63.70023419203746,8.713787429367216,7.875437250027324,0.8383501793398915,163.384,189.61585881408493,137.15214118591504
2020-04-17,002216,174.42,172.5,175.94,167.46,125186,261856505.0,4.82,-2.0,-3.52,2.21,175.92400000000004,174.62800000000001,164.708,145.62933333333334,62.24256292906178,8.139969661295481,7.928343732280956,0.21162592901452548,164.708,189.9022262391496,139.5137737608504
2020-04-20,002216,171.14,174.02,175.94,167.78,81754,174114946.0,4.73,0.88,1.52,1.45,175.668,176.404,165.976,146.44133333333332,63.00448430493274,7.718887710113393,7.886452527847443,-0.16756481773405074,165.976,190.30738099353613,141.64461900646387
2020-04-21,002216,174.02,171.78,175.94,169.78,59081,125189951.0,3.54,-1.29,-2.24,1.04,174.53199999999998,177.084,167.368,147.26266666666666,55.96555965559655,7.122326207505068,7.733627263778969,-0.6113010562739003,167.368,189.47503303190328,145.2609669680967
2020-04-22,002216,171.06,180.82,182.26,169.86,98951,216016110.0,7.22,5.26,9.04,1.75,175.028,177.044,169.012,148.26666666666668,63.3221850613155,7.29490820737027,7.6458834524972294,-0.35097524512695966,169.012,189.89200161322788,148.13199838677212
2020-04-23,002216,180.9,176.98,182.02,176.34,69661,153263988.0,3.14,-2.12,-3.84,1.23,175.21999999999997,175.932,170.14000000000001,149.29599999999996,62.28070175438596,7.040664381539642,7.524839638305712,-0.4841752567660702,170.14000000000001,190.11890255665708,150.16109744334295
2020-04-24,002216,178.42,175.7,179.62,171.7,51503,111191071.0,4.48,-0.72,-1.28,0.91,175.85999999999999,175.892,171.06,150.33599999999998,63.60582306830907,6.659126747267322,7.351697060098035,-0.6925703128307124,171.06,190.22748123364363,151.89251876635637
2020-04-27,002216,176.1,179.7,181.54,170.66,75777,165694972.0,6.19,2.28,4.0,1.34,176.996,176.33200000000002,172.276,151.484,61.031175059952034,6.603402085119313,7.202038065102291,-0.5986359799829772,172.276,190.30712910613423,154.2448708938658
2020-04-28,002216,179.7,187.14,188.1,175.3,121844,276182592.0,7.12,4.14,7.44,2.15,180.06799999999998,177.3,173.85999999999999,152.68666666666667,55.11049723756905,7.077994989873758,7.1772294500565845,-0.09923446018282611,173.85999999999999,191.2248598581938,156.49514014180616
2020-04-29,002216,187.94,178.66,191.86,177.54,124259,282539264.0,7.65,-4.53,-8.48,2.2,179.636,177.332,174.592,153.62533333333334,42.06989247311828,6.692698889725563,7.0803233379903805,-0.3876244482648179,174.592,191.4368344104584,157.74716558954162
2020-04-30,002216,176.26,174.1,178.74,168.18,124909,265313602.0,5.91,-2.55,-4.56,2.21,179.06,177.14,175.212,154.4466666666667,48.07987711213517,5.950797969213738,6.854418264235052,-0.9036202950213141,175.212,190.93429740812223,159.48970259187774
2020-05-06,002216,171.78,176.9,177.62,169.7,88413,190755386.0,4.55,1.61,2.8,1.56,179.3,177.57999999999998,176.10399999999998,155.19333333333333,51.479289940828394,5.525083026143619,6.588551216616766,-1.063468190473147,176.10399999999998,189.87050764106684,162.33749235893313
2020-05-07,002216,178.26,181.46,183.38,174.5,92385,205924411.0,5.02,2.58,4.56,1.63,179.652,178.32399999999998,177.364,156.05999999999997,53.54107648725212,5.49234245221524,6.369309463736462,-0.8769670115212218,177.364,187.658146318225,167.06985368177502
2020-05-08,002216,181.62,181.06,183.3,176.02,81204,180284826.0,4.01,-0.22,-0.4,1.44,178.436,179.252,178.168,156.96933333333334,52.42857142857143,5.372191376320188,6.169885846253208,-0.7976944699330195,178.168,186.76081854377756,169.57518145622245
2020-05-11,002216,180.98,183.06,183.38,178.98,66015,147672360.0,2.43,1.1,2.0,1.17,179.31599999999997,179.476,178.26,157.92533333333333,56.32183908045976,5.376378523395886,6.011184381681744,-0.6348058582858584,178.26,187.02801844024023,169.49198155975975
2020-05-12,002216,183.54,187.86,189.22,181.7,110956,255514676.0,4.11,2.62,4.8,1.96,182.06800000000004,180.564,178.248,158.9466666666667,63.48314606741573,5.701295763715706,5.949206658088537,-0.24791089437283098,178.248,186.959791404393,169.53620859560698
2020-05-13,002216,186.74,193.54,196.5,185.3,122752,291040864.0,5.96,3.02,5.68,2.17,185.39600000000002,182.348,179.12,160.11466666666666,65.96858638743453,6.343993934750102,6.02816411342085,0.3158298213292525,179.12,190.11786007893176,168.12213992106825
2020-05-14,002216,193.54,188.98,195.86,188.18,71193,167648984.0,3.97,-2.36,-4.56,1.26,186.9,183.276,179.804,161.2293333333333,63.556116015132396,6.41147547690241,6.104826386117162,0.30664909078524794,179.804,191.48210799383875,168.12589200616125
